0.000000000000000000e+00 0.000000000000000000e+00
2.020202020202020166e-01 1.507091748210159343e+00
4.040404040404040331e-01 2.847157935994189537e-01
6.060606060606060774e-01 2.185278570860585134e-01
8.080808080808080662e-01 1.513526132135981361e-01
1.010101010101010166e+00 8.608716539208496332e-01
1.212121212121212155e+00 2.008916602331171752e+00
1.414141414141414144e+00 1.130209669153349861e+00
1.616161616161616132e+00 8.513605060906336286e-01
1.818181818181818121e+00 6.577712177997638854e-01
2.020202020202020332e+00 4.071916764417443102e-01
2.222222222222222321e+00 2.091743642766743239e-01
2.424242424242424310e+00 8.617489971272661309e-02
2.626262626262626299e+00 1.050271844076139383e-01
2.828282828282828287e+00 3.549836416214396939e-01
3.030303030303030276e+00 6.106518895697630664e-03
3.232323232323232265e+00 9.533343626392629111e-02
3.434343434343434254e+00 9.540341118203881088e-01
3.636363636363636243e+00 2.783170977185955297e-01
3.838383838383838231e+00 4.707683980902044318e-01
4.040404040404040664e+00 3.707130601846728157e-01
4.242424242424242209e+00 6.216357680639774674e-01
4.444444444444444642e+00 3.846504589374566407e-02
4.646464646464646187e+00 5.565289044414700736e-02
4.848484848484848619e+00 9.110903877937194528e-02
5.050505050505050164e+00 2.447863708870580690e-01
5.252525252525252597e+00 1.382257522579228848e+00
5.454545454545454142e+00 1.854174666042472053e+00
5.656565656565656575e+00 1.369412606521603681e+00
5.858585858585858119e+00 4.286739908910642827e-01
6.060606060606060552e+00 3.997636286621375490e-01
6.262626262626262097e+00 4.195849721432033386e-01
6.464646464646464530e+00 3.818307414553849255e-01
6.666666666666666963e+00 2.085606253810471933e-01
6.868686868686868507e+00 2.254534295992471349e-01
7.070707070707070940e+00 2.447945049289933228e-01
7.272727272727272485e+00 3.026592575553314068e-01
7.474747474747474918e+00 7.612916581934986437e-01
7.676767676767676463e+00 3.139917389639709233e-01
7.878787878787878896e+00 6.562482702690608516e-01
8.080808080808081328e+00 3.544560782365509533e-01
8.282828282828281985e+00 4.260740491176435718e-01
8.484848484848484418e+00 5.451085376216708855e-01
8.686868686868686851e+00 3.178709428185084174e-01
8.888888888888889284e+00 5.506825954566259007e-01
9.090909090909089940e+00 2.335946895345036856e-01
9.292929292929292373e+00 1.799499864817481476e-01
9.494949494949494806e+00 1.290512984946934338e-01
9.696969696969697239e+00 9.414183417896322681e-02
9.898989898989899672e+00 4.270063977978882930e-01
1.010101010101010033e+01 2.304726836700382864e-01
1.030303030303030276e+01 3.312767094154633885e-01
1.050505050505050519e+01 1.799941863900405004e-01
1.070707070707070763e+01 8.368903373929845735e-01
1.090909090909090828e+01 6.329553912682315264e-01
1.111111111111111072e+01 2.873013128640596742e-02
1.131313131313131315e+01 5.347486565700478867e-01
1.151515151515151558e+01 3.460695811888303552e-01
1.171717171717171624e+01 5.280066555314082422e-01
1.191919191919191867e+01 1.387662944360911754e-01
1.212121212121212110e+01 1.043100645462094744e-01
1.232323232323232354e+01 1.276402066531480139e-01
1.252525252525252419e+01 8.841430762408475710e-03
1.272727272727272663e+01 7.740948723943077980e-02
1.292929292929292906e+01 8.159457729240746082e-02
1.313131313131313149e+01 1.169971458518317825e-01
1.333333333333333393e+01 3.987918570543248775e-02
1.353535353535353458e+01 1.198734080812310643e-01
1.373737373737373701e+01 3.074379653818328784e-01
1.393939393939393945e+01 3.432567745678913318e-01
1.414141414141414188e+01 3.739493409556352010e-01
1.434343434343434254e+01 3.379487459076156997e-01
1.454545454545454497e+01 4.159323219054774645e-01
1.474747474747474740e+01 4.083638234768831032e-01
1.494949494949494984e+01 2.801115613867312115e-01
1.515151515151515049e+01 3.216705736166919904e-01
1.535353535353535293e+01 2.907069085545008758e-01
1.555555555555555536e+01 1.344855809755376441e+00
1.575757575757575779e+01 2.528019793131866866e+00
1.595959595959595845e+01 3.587930092054992137e+00
1.616161616161616266e+01 3.687993958817575191e+00
1.636363636363636331e+01 2.108816389728433105e+00
1.656565656565656397e+01 1.784449689981703280e+00
1.676767676767676818e+01 1.442586217394270287e+00
1.696969696969696884e+01 1.294720755321333350e+00
1.717171717171717304e+01 1.116042523319196844e+00
1.737373737373737370e+01 1.157124977577046243e+00
1.757575757575757436e+01 8.310532645101200711e-01
1.777777777777777857e+01 7.375015988259980837e-01
1.797979797979797922e+01 6.725932201388692411e-01
1.818181818181817988e+01 5.713976324210997548e-01
1.838383838383838409e+01 1.967958715468144604e+00
1.858585858585858475e+01 1.410108567988207717e+00
1.878787878787878896e+01 8.108971040154606680e-01
1.898989898989898961e+01 2.181931494914635117e+00
1.919191919191919027e+01 1.774358788249877472e+00
1.939393939393939448e+01 1.722591497692975038e+00
1.959595959595959513e+01 1.556053846097037729e-01
1.979797979797979934e+01 2.398415391267046115e-01
2.000000000000000000e+01 3.548249770594948393e-01
