0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.680857157596419427e+01
2.020202020202020166e-01,5.886000000000001231e-01,-3.447288266803614931e+01,-6.786071557854828029e+01
4.040404040404040331e-01,1.569600000000000328e+00,-8.923216730772693950e+00,3.473726444730434082e+01
6.060606060606060774e-01,2.943000000000000504e+00,6.792428165428275655e+00,3.469430060936846871e+01
8.080808080808080662e-01,4.708800000000000985e+00,2.951339040373342826e+00,-1.623646422745533258e+01
1.010101010101010166e+00,6.867000000000001769e+00,2.570143432464887212e+01,6.708762314519492520e+01
1.212121212121212155e+00,9.417600000000001970e+00,4.051682847469709259e+01,5.694444422902461156e+01
1.414141414141414144e+00,1.236060000000000159e+01,3.580931545325303489e+01,4.857915182428207856e+00
1.616161616161616132e+00,1.569600000000000151e+01,-4.468643684667014782e+00,-1.141188734632265778e+02
1.818181818181818121e+00,1.942380000000000351e+01,3.617673095956831020e+01,1.347505527750867316e+02
2.020202020202020332e+00,2.354400000000000404e+01,3.645938725043000517e+01,1.945514955086587960e+01
2.222222222222222321e+00,2.805660000000000664e+01,1.897203978154390924e+01,-4.715109643313633114e+01
2.424242424242424310e+00,3.296160000000000423e+01,3.752836815403236415e+01,8.166304042534963514e+01
2.626262626262626299e+00,3.825900000000000034e+01,4.385318089370016992e+01,4.562662075460372080e+01
2.828282828282828287e+00,4.394879999999999853e+01,5.516591894362196768e+01,7.096205568434420741e+01
3.030303030303030276e+00,5.003099999999999881e+01,5.145197716770684337e+01,1.292692410841249995e+01
3.232323232323232265e+00,5.650559999999999405e+01,5.117614543914803704e+01,2.645159799958250346e+01
3.434343434343434254e+00,6.337259999999999138e+01,8.071221575497744993e+01,1.750551196433416408e+02
3.636363636363636243e+00,7.063199999999999079e+01,7.960272590401869763e+01,4.078690705343827005e+01
3.838383838383838231e+00,7.828379999999999939e+01,8.994017902343784954e+01,9.812214989346637140e+01
4.040404040404040664e+00,8.632800000000000296e+01,9.646635073582976361e+01,8.753007220384401421e+01
4.242424242424242209e+00,9.476460000000001571e+01,1.077171372882769731e+02,1.187756770706000822e+02
4.444444444444444642e+00,1.035936000000000234e+02,1.066667829399032428e+02,5.526031770805535359e+01
4.646464646464646187e+00,1.128150000000000261e+02,1.164546467266923742e+02,1.201107451702042397e+02
4.848484848484848619e+00,1.224288000000000380e+02,1.178430404671384650e+02,7.466413344731154211e+01
5.050505050505050164e+00,1.324350000000000591e+02,1.248924988054129699e+02,1.120617990528176051e+02
5.252525252525252597e+00,1.428336000000000752e+02,1.251510270556138948e+02,6.854319258454458463e+01
5.454545454545454142e+00,1.536246000000000720e+02,1.335999706987413731e+02,1.259253419290853628e+02
5.656565656565656575e+00,1.648080000000000780e+02,1.481191326120893450e+02,1.779720165542783548e+02
5.858585858585858119e+00,1.763838000000000932e+02,1.694384048229234736e+02,2.444877876251543398e+02
6.060606060606060552e+00,1.883520000000001176e+02,1.923643539090685408e+02,2.708120294081223847e+02
6.262626262626262097e+00,2.007126000000001227e+02,1.991527570300419825e+02,1.574699361039671146e+02
6.464646464646464530e+00,2.134656000000001370e+02,2.081972512010918024e+02,1.819754426719362073e+02
6.666666666666666963e+00,2.266110000000001605e+02,2.244291381180666747e+02,2.514856311613488060e+02
6.868686868686868507e+00,2.401488000000001648e+02,2.400197975737810623e+02,2.555861893895382195e+02
7.070707070707070940e+00,2.540790000000001783e+02,2.494268662118298039e+02,2.149330580603265730e+02
7.272727272727272485e+00,2.684016000000001441e+02,2.633447444496899834e+02,2.638690306481523180e+02
7.474747474747474918e+00,2.831166000000001191e+02,2.742991518043470478e+02,2.531761803608360424e+02
7.676767676767676463e+00,2.982240000000001032e+02,2.936627211728413158e+02,3.325280118256316655e+02
7.878787878787878896e+00,3.137238000000000966e+02,3.052100213114778171e+02,2.777314907615410675e+02
8.080808080808081328e+00,3.296160000000000991e+02,3.300404936666897697e+02,4.093540466080512488e+02
8.282828282828281985e+00,3.459006000000001109e+02,3.492178218917887875e+02,3.736791223313204000e+02
8.484848484848484418e+00,3.625776000000000749e+02,3.553908127273546711e+02,2.610354070024412749e+02
8.686868686868686851e+00,3.796470000000000482e+02,3.809145976129156566e+02,4.586136700974603855e+02
8.888888888888889284e+00,3.971088000000000306e+02,4.032630198250254807e+02,4.493712977396540396e+02
9.090909090909089940e+00,4.149630000000000223e+02,4.179393093937428603e+02,3.852100844249663965e+02
9.292929292929292373e+00,4.332096000000000231e+02,4.343592240912338411e+02,4.187015596028419964e+02
9.494949494949494806e+00,4.518486000000000331e+02,4.533198731562263788e+02,4.557327326310649482e+02
9.696969696969697239e+00,4.708800000000000523e+02,4.736865857396288675e+02,4.870000640838468939e+02
9.898989898989899672e+00,4.903038000000000238e+02,4.974410862608912680e+02,5.381357420557849309e+02
1.010101010101010033e+01,5.101200000000000045e+02,5.047908474330006925e+02,3.929273453449139311e+02
1.030303030303030276e+01,5.303286000000000513e+02,5.366844820409953627e+02,6.501964740107647458e+02
1.050505050505050519e+01,5.509296000000000504e+02,5.558658860581982708e+02,5.377559732292166927e+02
1.070707070707070763e+01,5.719230000000000018e+02,5.831699883242959004e+02,6.418175031651993550e+02
1.090909090909090828e+01,5.933088000000000193e+02,6.027087900809672192e+02,5.808563275839202333e+02
1.111111111111111072e+01,6.150869999999999891e+02,6.152714254039793786e+02,5.231787960001671536e+02
1.131313131313131315e+01,6.372576000000000249e+02,6.460623551985634094e+02,7.288824837766276232e+02
1.151515151515151558e+01,6.598206000000000131e+02,6.668799065009574178e+02,6.467718180619993973e+02
1.171717171717171624e+01,6.827760000000000673e+02,6.917627595203886131e+02,7.118103679588198247e+02
1.191919191919191867e+01,7.061238000000000739e+02,7.103458410785202659e+02,6.650459880972611018e+02
1.212121212121212110e+01,7.298640000000000327e+02,7.333758492662403796e+02,7.283049297774164188e+02
1.232323232323232354e+01,7.539966000000000577e+02,7.496613967841433350e+02,6.783479083227641695e+02
1.252525252525252419e+01,7.785216000000000349e+02,7.776237180070331760e+02,8.129634816663342463e+02
1.272727272727272663e+01,8.034390000000000782e+02,8.061560539382815023e+02,8.473352632389057817e+02
1.292929292929292906e+01,8.287488000000000739e+02,8.268928896835099067e+02,7.873142596046287736e+02
1.313131313131313149e+01,8.544510000000001355e+02,8.510108638813437665e+02,8.368995093945799226e+02
1.333333333333333393e+01,8.805456000000001495e+02,8.814935560023097878e+02,9.288305317837102848e+02
1.353535353535353458e+01,9.070326000000001159e+02,9.071249708792573756e+02,9.056440775583716913e+02
1.373737373737373701e+01,9.339120000000001482e+02,9.300377685724457706e+02,8.971715725096422602e+02
1.393939393939393945e+01,9.611838000000001330e+02,9.587514142602235552e+02,9.763625283903326135e+02
1.414141414141414188e+01,9.888480000000001837e+02,9.909213742472007880e+02,1.034722625963572909e+03
